ITEM_CD,ITEM_NM,COURSE_NM,TROBL_TY_NM,BEGIN_TM,END_TM,POSBL_WKDAY_FLAG_CD,COURSE_DETAIL_CN,SUPLI_SLE_AT,SETLE_PRICE
"03","기타종목","댄스난타","지체, 시각, 지적/자폐, 기타","100000","110000","0100000",,"N","95000.00000"
"03","기타종목","댄스난타","지체, 시각, 지적/자폐, 기타","100000","110000","0100000",,"N","95000.00000"
"03","기타종목","심리운동","지체, 시각, 청각/언어, 지적/자폐, 뇌병변","100000","170000","1111110","장애유형에 따른 맞춤형 재활운동프로그램으로 그룹수업으로 진행됨. 주 1회(월 11만원) 이용 가능하며 세부일정은 상담후 조정 가능.","N","110000.00000"
"03","기타종목","뇌 발달 운동 프로그램","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","1111110",,"N","110000.00000"
"03","기타종목","댄스난타","지체, 시각, 지적/자폐, 기타","133000","143000","0000100",,"N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","180000","0000100","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","수중재활운동","지체, 뇌병변","100000","125000","0101000","수영용품 및 세면도구 준비","N","80000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","180000","0000100","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","생활체육 및 점핑운동","청각/언어, 지적/자폐, 뇌병변, 기타","100000","113000","0000010","다이어트가 필요한 친구들 대상으로 지도하고 있습니다. 화장실을 혼자 다닐수 있는 친구들 대상 입니다.
바우쳐 카드로 110000원을 결재하시고 나머지 금액(4만원)은 부모님이 결재해 주시면 됩니다.
1달(4회) 수강료는 토요일 주1회 수업시 150000원 입니다.","N","110000.00000"
"03","기타종목","운동발달","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","200000","1111100",,"N","70000.00000"
"03","기타종목","특공무술","지체, 기타","083000","092000","1111100",,"N","110000.00000"
"03","기타종목","재활운동 서비스","지적/자폐, 뇌병변, 기타","090000","180000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 033-252-5553)

춘천 최초 모든 선생님 물리치료사 출신 재활운동센터인 연세 레하 재활운동센터입니다  
재활운동은 2회 기준이며, 추가 비용이 발생할 수 있습니다.
결제 전에 예약을 통해 무료 운동체험 받아 보신 후 결제를 결정해주세요!

# 강좌 개요  - 1:1 재활운동 서비스입니다. 
뇌병변 재활운동이 필요한분들을 포함하여, 근력운동, 스트레칭 운동을 도와드립니다.  
- 첫 방문은 무료 평가와 운동 체험이 이루어집니다.
- 모든 선생님은 물리치료사로 경험 많은 선생님으로 안전과 운동의 질의 부분에서 걱정하실 부분은 없습니다.
- 뇌병변 및 운동이 필요한 모든 분들에게 필요한  분들에게 도움이 되는 운동을 도와 드립니다.
- 스케줄은 방문 혹은 전화로 문의 후 연락 주시면 스케줄 잡아드리겠습니다.","N","110000.00000"
"03","기타종목","줄넘기, 짐볼운동, 감각운동, 스트레칭 등","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","1111100",,"N","110000.00000"
"03","기타종목","줄넘기, 배드민턴, 짐볼운동, 스트레칭, 감각운동 등","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","1111100",,"N","110000.00000"
"03","기타종목","감각운동(감각통합)","지체, 시각, 청각/언어, 지적/자폐, 뇌병변","090000","180000","1111100","본 강좌는 예약제 맞춤 강좌이므로 예약 전 사전상담 필수입니다.
예약하시기 전 본 센터로 먼저 문의 바랍니다. (☎ 문의: 061-724-9022)","N","110000.00000"
"03","기타종목","언어재활&amp;소근육발달운동","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","170000","1011100","신청하시기 전 043-252-8275로 전화해서 예약 잡아주세요","N","70000.00000"
"03","기타종목","당구","지체, 청각/언어, 지적/자폐",,,"1111100","주1회","N","80000.00000"
"03","기타종목","트램폴린운동","지체, 청각/언어, 기타","200000","210000","1111100",,"N","180000.00000"
"03","기타종목","다솜특수체육교실25","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","133000","150000","0010000",,"N","110000.00000"
"03","기타종목","펀펀통합체육교실(댄스, 특수체육)25","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","200000","1111110",,"N","110000.00000"
"03","기타종목","파워점핑 줄넘기","청각/언어, 지적/자폐","130000","210000","1111100",,"N","95000.00000"
"03","기타종목","파워점핑 줄넘기","청각/언어, 지적/자폐","130000","210000","1111100",,"N","110000.00000"
"03","기타종목","줄넘기","지체, 시각, 청각/언어, 지적/자폐, 기타","090000","200000","1111100","월 4회 기준으로 비용이 책정됩니다. 추가 비용이 일부 있습니다 ^^
선생님 약력 내용은 센터 블로그 혹은 홈페이지에서 확인하시면 됩니다. 감사합니다.","N","110000.00000"
"03","기타종목","특수체육(기초체력)","지체, 시각, 청각/언어, 지적/자폐, 뇌병변","100000","200000","1111111","월 4회 기준으로 비용이 책정됩니다. 추가 비용이 일부 있습니다 ^^
선생님 약력 내용은 센터 블로그 혹은 홈페이지에서 확인하시면 됩니다. 감사합니다.","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","120000","0000010","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","필라테스, 특수체육","지체, 지적/자폐, 뇌병변, 기타","100000","210000","1111110",,"N","110000.00000"
"03","기타종목","가라테, 특공무술, 합기도","기타","120000","210000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 032-464-0662)
□ 강좌 내용: 가라테, 특공무술, 복싱, 킥복싱","N","110000.00000"
"03","기타종목","체조","청각/언어, 기타","160000","223000","0111111",,"N","110000.00000"
"03","기타종목","장애인스포츠","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","215000","1111110",,"N","110000.00000"
"03","기타종목","장애인스포츠","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","215500","1111110",,"N","110000.00000"
"03","기타종목","장애인 스포츠 A","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","110000","180000","1111110",,"N","110000.00000"
"03","기타종목","특수체육","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","200000","1111110","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 000-000-0000)
□ 강좌 내용: (예시) 한 타임에 5명이 ㅇㅇ도구를 활용해 진행하는 수업입니다.

수업중인 회원 : 성은창","N","110000.00000"
"03","기타종목","장애인 스포츠","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","1111110",,"N","110000.00000"
"03","기타종목","특수체육","지체, 지적/자폐, 뇌병변, 기타","171000","180000","0001100",,"N","55000.00000"
"03","기타종목","특수체육","지체, 지적/자폐, 뇌병변, 기타","174000","183000","0010010",,"N","110000.00000"
"03","기타종목","감각재활(감각통합)","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","200000","1111110","1. 강좌 결제 전 사전 접수 및 상담 필수입니다. (온리원감각통합연구소 ☎ 010-4720-2789) 
2. 결제(지원)금액 이외 자부담 발생합니다. 
3. 전반적으로 발달이 느린 아동들을 대상으로 감각통합프로그램이 진행됩니다.  
4. 치료사(강사)와 1:1수업을 기본으로 진행하고 있습니다.","N","110000.00000"
"03","기타종목","특수체육","지체, 지적/자폐, 뇌병변, 기타","174000","183000","0010010",,"N","110000.00000"
"03","기타종목","그룹트레이닝(12시)-차경희","지체, 지적/자폐, 기타","120000","125000","0111100","◦ 휴관 : 매주 월요일
◦ 공휴일의 경우 강좌 휴강(주말강좌 포함)
◦ 정원이 미달일 경우 매월 1일부터 추가신청
◦ 공공예약서비스홈페이지
    http://crs.uljusiseol.or.kr (인터넷 신청만 가능)
◦ 신청기간 외 신청 및 강습반 변경 불가","N","40000.00000"
"03","기타종목","체형교정(07시)-이재용","지체, 지적/자폐, 기타","070000","075000","0111100","`◦ 휴관 : 매주 월요일
◦ 공휴일의 경우 강좌 휴강(주말강좌 포함)
◦ 정원이 미달일 경우 매월 1일부터 추가신청
◦ 공공예약서비스홈페이지
    http://crs.uljusiseol.or.kr (인터넷 신청만 가능)
◦ 신청기간 외 신청 및 강습반 변경 불가","N","50000.00000"
"03","기타종목","체형교정(10시)-이재용","지체, 지적/자폐, 기타","100000","105000","0111100","◦ 휴관 : 매주 월요일
◦ 공휴일의 경우 강좌 휴강(주말강좌 포함)
◦ 정원이 미달일 경우 매월 1일부터 추가신청
◦ 공공예약서비스홈페이지
    http://crs.uljusiseol.or.kr (인터넷 신청만 가능)
◦ 신청기간 외 신청 및 강습반 변경 불가","N","50000.00000"
"03","기타종목","특수체육","지적/자폐, 기타","090000","190000","1111110",,"N","110000.00000"
"03","기타종목","체력증진교실(스트레칭 및 근력운동)","시각","103000","113000","0000100","※ 강좌 수강 신청 전 상담 필수!  상담 없이 결제 진행하시는 경우, 결제 취소될 수 있습니다.
상담: 한국시각장애인복지관 스포츠여가팀 (☎ 02-440-5292)","N","11000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","180000","1000000","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","특수체육","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","130000","0000010","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 031-896-3119) 개별 및 그룹 강좌 추가비용 발생합니다.","N","110000.00000"
"03","기타종목","특수체육","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","0000100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 031-896-3119) 개별 및 그룹 강좌 추가비용 발생합니다.","N","110000.00000"
"03","기타종목","2-특수체육(운동)","지체, 청각/언어, 지적/자폐, 뇌병변","145000","154000","0010000","*이 강좌는 현재 이용하고 있는 아동의 수강권 입니다. 신규 수강신청은 센터로 문의주세요 : )","N","110000.00000"
"03","기타종목","10-특수체육(운동)","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","143000","152000","0100000","*이 강좌는 현재 이용하고 있는 아동의 수강권 입니다. 신규 수강신청은 센터로 문의주세요 : )","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","190000","1000000","자세한 사항은 현장 방문 후 협의가능

예약문의 : 010-9463-1531 양산시장애인당구협회 최진재 사무국장","N","110000.00000"
"03","기타종목","9-특수체육(운동)","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","094000","103000","0000010","*이 강좌는 현재 이용하고 있는 아동의 수강권 입니다. 신규 수강신청은 센터로 문의주세요 : )","N","250000.00000"
"03","기타종목","16-특수체육(운동)","지체, 청각/언어, 지적/자폐, 뇌병변","182000","191000","1000000","*이 강좌는 현재 이용하고 있는 아동의 수강권 입니다. 신규 수강신청은 센터로 문의주세요 : )","N","250000.00000"
"03","기타종목","스포츠재활","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","070000","193000","1111110",,"N","110000.00000"
"03","기타종목","고현택견&amp;맵시무브먼트","지체, 시각, 청각/언어, 지적/자폐, 기타","100000","113000","0010000",,"N","110000.00000"
"03","기타종목","자세교정 택견","지체, 지적/자폐, 기타","100000","220000","1111100","* 강좌 결제 전 사전상담 필수입니다. 010-4585-5362
□ 강좌 내용: 자세교정 체조와 택견 동작으로 틀어진 몸의 균형과 유연성을 향상시킵니다.","N","110000.00000"
"03","기타종목","택견, 자세교정","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","100000","1111100","상담전화 055-545-7474","N","110000.00000"
"03","기타종목","체력증진교실 A반","시각","103000","113000","0000100","※ 강좌 수강 신청 전 상담 필수
상담: 한국시각장애인복지관 스포츠여가팀 02-440-5293","N","11000.00000"
"03","기타종목","심리운동","지체, 지적/자폐, 뇌병변","100000","190000","1111110",,"N","110000.00000"
"03","기타종목","택견, 자세교정","지체, 청각/언어, 지적/자폐, 기타","100000","220000","1111100","시간엄수","N","110000.00000"
"03","기타종목","점핑 스포츠 교육","지체, 청각/언어, 지적/자폐, 기타","090000","210000","1111100","코치님의 안내에 따라서 안전하게 운동하시기 위해서 안전바를 꼭 잡고 운동하실께요","N","110000.00000"
"03","기타종목","체력증진교실 B반","시각","103000","113000","0010000","※ 강좌 수강 신청 전 상담 필수
상담: 한국시각장애인복지관 스포츠여가팀 02-440-5293","N","11000.00000"
"03","기타종목","특공무술","기타","140000","210000","1111100",,"N","80000.00000"
"03","기타종목","특수체육","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","150000","210000","1111100",,"N","110000.00000"
"03","기타종목","파크골프","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","120000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 1566-2584/010-9266-2684)
□ 강좌 내용: 혼자서도 가능하며 날씨에 상관없이 연중 플레이가능

                     한 타임에 4명이팀을 이루어 할수 플레이 할수 있습니다.
□ 강좌 금액: 주 1회(월4회) 기준 110,000원 입니다.","N","110000.00000"
"03","기타종목","특수체육","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","150000","155000","0100000",,"N","110000.00000"
"03","기타종목","무에타이 킥복싱 주짓수","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","150000","1111100",,"N","110000.00000"
"03","기타종목","킥복싱 무에타이 주짓수","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","160000","221500","1111100",,"N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","190000","210000","1000000","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","180000","0000001","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","180000","0000010","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","180000","0000100","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","3-특수체육그룹(운동)","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","163000","172000","0010000","*이 강좌는 현재 이용하고 있는 아동의 수강권 입니다. 신규 수강신청은 센터로 문의주세요 : )","N","250000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","190000","0100000","자세한 사항은 현장 방문 후 협의가능

예약문의 : 010-9463-1531 양산시장애인당구협회 최진재 사무국장","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","190000","0000100","자세한 사항은 현장 방문 후 협의가능

예약문의 : 010-9463-1531 양산시장애인당구협회 최진재 사무국장","N","110000.00000"
"03","기타종목","특수체육","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","160000","165000","0010000",,"N","110000.00000"
"03","기타종목","주짓수 초급(주 3회)","기타","180000","190000","1010100","시간과 요일은 선택할 수 있으며 주 3회 기준입니다.
결제 후 체육관으로 연락바랍니다.","N","95000.00000"
"03","기타종목","서킷트레이닝(10시)-차경희","지체, 지적/자폐, 기타","100000","105000","0111100","◦ 휴관 : 매주 월요일
◦ 공휴일의 경우 강좌 휴강(주말강좌 포함)
◦ 정원이 미달일 경우 매월 1일부터 추가신청
◦ 공공예약서비스홈페이지
    http://crs.uljusiseol.or.kr (인터넷 신청만 가능)
◦ 신청기간 외 신청 및 강습반 변경 불가","N","25000.00000"
"03","기타종목","특수체육","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","105000","0010000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 000-000-0000)
□ 강좌 내용: (예시) 한 타임에 5명이 ㅇㅇ도구를 활용해 진행하는 수업입니다.","N","110000.00000"
"03","기타종목","특수체육","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","150000","155000","0100000",,"N","110000.00000"
"03","기타종목","특수체육","지체, 시각, 청각/언어, 지적/자폐, 뇌병변","150000","155000","0100000",,"N","110000.00000"
"03","기타종목","심리운동","지체, 지적/자폐, 뇌병변, 기타","100000","190000","1111110",,"N","110000.00000"
"03","기타종목","특수체육","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","130000","135000","0100000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 000-000-0000)
□ 강좌 내용: (예시) 한 타임에 5명이 ㅇㅇ도구를 활용해 진행하는 수업입니다.","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","180000","0001000","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","180000","0010000","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","근력활동","지적/자폐, 기타","090000","200000","1111111","대면강의
실내화지참","N","110000.00000"
"03","기타종목","특수체육(윤태준)","지체, 지적/자폐, 뇌병변, 기타","171000","180000","0000100",,"N","55000.00000"
"03","기타종목","특수체육","지체, 지적/자폐, 뇌병변, 기타","174000","183000","0010010",,"N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","120000","0000001","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","120000","0010000","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","심리운동","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","1111110",,"N","110000.00000"
"03","기타종목","심리운동","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","1111110",,"N","110000.00000"
"03","기타종목","심리운동","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","1111110",,"N","110000.00000"
"03","기타종목","심리운동","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","1111110",,"N","110000.00000"
"03","기타종목","특수체육/심리운동/감각통합","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","190000","1111110",,"N","110000.00000"
"03","기타종목","특수체육/감각통합/심리운동","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","190000","1111110",,"N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","120000","0001000","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","뉴스포츠 5","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","110000","115000","0001010","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6666-4750)

  뉴스포츠5 
 
- 다양한 스포츠를 여러가지 교구를 통해 경험할수 있도록 합니다 
- 한타임에 10명 이내로 수업을 진행합니다","N","110000.00000"
"03","기타종목","뉴스포츠3","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","150000","155000","0100000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6666-4750)

  뉴스포츠2 
 
- 다양한 스포츠를 여러가지 교구를 통해 경험할수 있도록 합니다 
- 한타임에 10명 이내로 수업을 진행합니다","N","110000.00000"
"03","기타종목","뉴스포츠7","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","150000","155000","0001000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6666-4750)

  뉴스포츠7
 
- 다양한 스포츠를 여러가지 교구를 통해 경험할수 있도록 합니다 
- 한타임에 10명 이내로 수업을 진행합니다","N","110000.00000"
"03","기타종목","점핑","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","093000","213000","1111110",,"N","95000.00000"
"03","기타종목","웰니스 트레이닝(장애인-청소년)","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","165000","1111100","★★★ 센터 안내데스크에 프로그램 추첨신청접수 후 추첨제 당첨자에 한하여 결제할 수 있으며, 해당 결제기간 내 온라인 결제를 해주셔야 이용 가능합니다. 
  ① 안내데스크 추첨 신청접수  ② 추첨 당첨자 확인  ③ 장애인스포츠강좌이용권 결제 ★★★","N","15000.00000"
"03","기타종목","뉴스포츠 2","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","145000","0100000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6666-4750)

  뉴스포츠2 
 
- 다양한 스포츠를 여러가지 교구를 통해 경험할수 있도록 합니다 
- 한타임에 10명 이내로 수업을 진행합니다","N","110000.00000"
"03","기타종목","점핑","기타","100000","213000","1111100","* 강좌 결제 전 사전상담 필수입니다
오전10시
오후 6시30분 7시30분 8시30분
총 4타임 수업있습니다.","N","110000.00000"
"03","기타종목","뉴스포츠 8","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","170000","175000","0001000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6666-4750)

  뉴스포츠8
 
- 다양한 스포츠를 여러가지 교구를 통해 경험할수 있도록 합니다 
- 한타임에 10명 이내로 수업을 진행합니다","N","110000.00000"
"03","기타종목","점핑피트니스 주5회 (트램폴린","청각/언어, 지적/자폐","093000","212000","1111110",,"N","120000.00000"
"03","기타종목","주짓수 중급(주 4회)","기타","180000","190000","1110100","시간과 요일은 선택할 수 있으며 주 4회 기준입니다.
결제 후 체육관으로 연락바랍니다.","N","95000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","120000","1000000","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","주짓수 고급(주 5회)","기타","180000","190000","1111100","시간과 요일은 선택할 수 있으며 주 5회 기준입니다.
결제 후 체육관으로 연락바랍니다.","N","95000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","190000","210000","0001000","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","120000","0000010","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","120000","0000100","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","운동재활","지체, 뇌병변, 기타","090000","190000","1111110",,"N","110000.00000"
"03","기타종목","운동재활","지체, 뇌병변","090000","190000","1111110",,"N","110000.00000"
"03","기타종목","뉴스포츠6","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","145000","0001000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6666-4750)

  뉴스포츠6 
 
- 다양한 스포츠를 여러가지 교구를 통해 경험할수 있도록 합니다 
- 한타임에 10명 이내로 수업을 진행합니다","N","110000.00000"
"03","기타종목","운동재활","지체, 지적/자폐, 뇌병변, 기타","080000","190000","1111110","□ 강좌 내용: 1대1 맞춤운동","N","125000.00000"
"03","기타종목","웰니스 트레이닝(장애인-성인)","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","165000","1111100","★★★ 센터 안내데스크에 프로그램 추첨신청접수 후 추첨제 당첨자에 한하여 결제할 수 있으며, 해당 결제기간 내 온라인 결제를 해주셔야 이용 가능합니다. 
  ① 안내데스크 추첨 신청접수  ② 추첨 당첨자 확인  ③ 장애인스포츠강좌이용권 결제 ★★★","N","20000.00000"
"03","기타종목","뉴스포츠 1","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","105000","0100000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6666-4750)

  뉴스포츠1 
 
- 다양한 스포츠를 여러가지 교구를 통해 경험할수 있도록 합니다 
- 한타임에 10명 이내로 수업을 진행합니다","N","110000.00000"
"03","기타종목","ㄱ 헤세드 당구교실 ㄴ","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","120000","0010000","자세한 사항은 현장 방문 후 협의가능  예약문의 : 010-9428-1531","N","110000.00000"
"03","기타종목","초급점핑","지체, 청각/언어, 지적/자폐, 기타","143000","152000","1001000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-5011-4760)
□ 강좌 내용: 한 타임에 50분 수업이며 개인트램플린 위에서 운동하는 수업입니다.","N","110000.00000"
"03","기타종목","점핑 트램폴린 다이어트","지체, 청각/언어, 기타","100000","170000","1111100","안녕하세요. 점핑플러스 입니다.  
(☎ 문의: 010-7401-2446)

점핑-트램폴린 기구를 활용하여 운동 합니다.   

ㅁ 점핑-트램폴린 운동을 할 수 있는 운동이용권 입니다   

ㅁ 스포츠강좌이용권을 결제하시면 점핑운동(8회)를 이용할 수 있습니다. [ 8회 가격 : 110,000원]
   1개월 동안 점핑-트램폴린 운동 8회 이용할 수 있으며,  주2회 운동을 권장드립니다   
   오전운동: 10시, 11시,  오후운동: 4시  운동시간: 30분 ~ 40분  
   월~금요일 운영 합니다. 토요일, 일요일, 공휴일은 휴무 입니다. 
   궁금하신 것은 010-7401-2446 연락주세요. 

   감사합니다.","N","110000.00000"
"03","기타종목","점핑피트니스","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","080000","200000","1111111","물병, 수건지참, 실내에서 운동화는 신지 않고 논슬립양말 착용합니다.","N","110000.00000"
"03","기타종목","뉴스포츠4","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","100000","105000","0001010","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6666-4750)

  뉴스포츠4
 
- 다양한 스포츠를 여러가지 교구를 통해 경험할수 있도록 합니다 
- 한타임에 10명 이내로 수업을 진행합니다","N","110000.00000"
"03","기타종목","체형교정(16시)-박완수","지체, 지적/자폐, 기타","160000","165000","0111100","◦ 휴관 : 매주 월요일
◦ 공휴일의 경우 강좌 휴강(주말강좌 포함)
◦ 정원이 미달일 경우 매월 1일부터 추가신청
◦ 공공예약서비스홈페이지
    http://crs.uljusiseol.or.kr (인터넷 신청만 가능)
◦ 신청기간 외 신청 및 강습반 변경 불가","N","50000.00000"
"03","기타종목","특수체육 5","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","130000","135000","0010000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6666-4750)

- 다양한 체육 활동을 다양한 교구를 통해서 경험합니다.","N","110000.00000"
